0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.21335096077197,-8.381912329010795,-7.162580255127149,-8.247082742120663,-7.536522383612538,-7.537092663129101,-7.936789749508548,-7.224031515897563,-7.184657440332563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.965464326735034,-10.889168976102466,-10.435198332064509,-10.300217817643905,-12.170058610246755,-9.05155602157545,-10.186846174224096,-9.147192445198204,-8.25946247458414
-11.601002659810291,-11.393749534352764,-12.420171176343441,-11.044310338012851,-11.684079025194112,-11.753919090846141,-11.547272404271867,-10.313394020697427,-10.645166287939613
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.135384404715897,-12.712715437159702,-12.11239447903766,-12.150046519654506,-11.926293738663238,-10.679220232959604,-10.999401787756891,-11.526072013029044,-11.708975318051722
-12.379072220568588,-10.922668629341729,-12.17570756564067,-12.190621216109905,-12.07322732711491,-11.34457479594247,-11.374868285435188,-11.598539650044279,-12.67986563143143
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-12.32064724252962,-12.100609281916393,-12.720570915640364,-11.989713387858968,-12.342338779607816,-12.103280772012788,-12.30766006434929,-12.002204539811043,-12.52425013436284
