0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.9997938779511608,-0.9991674074899967,0.0,0.0,-1.0007812848262791,0.0,0.0,0.0
-1.0000873284020266,-1.000174647096387,-1.0159100653735573,-0.9097939852010738,-1.0794751466880725,-1.007947535165787,-0.9803580323110707,-9.169495818004293E-5,-1.031367027496087
-1.0080065670892817,-0.9999982036424727,-1.0079340602193994,-1.000704244866961,-1.8003968305191105,-0.9999087484854357,0.0,-1.0801699061138168,-1.968336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.9098096876230051,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.0088108143915535,-0.9999095477872432,0.0,0.0,-1.086499720359296,0.0,0.0,-0.9100801638
-1.8897012232764336,-1.008914878716289,-1.0176442100220475,-0.18800736402355556,-1.0025739404967133,-1.9799999893003521,-9.088466790022568E-4,-1.000001675887344,-2.679955886113822
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
